gname,gid,year,ystart,y_start,end,y_end,last_year,duration,base,income_level,num_base,EAP,ECA,LAC,MENA,NA,SAS,SSA,ethnic,language,religion,elevation,tropics,landlock,polity,regime_status,left,nat,rel,right,size,peak_size,lnpeaksize,ercsr,empire,rcsr,pch,sq,tch,mul_bases,pop,poppermillion,gdp,gdp_ppp,gdppercapita,gdppercapita_ppp,import,export,gov,tradeopenness2010usd,logelvation,terr_POP,GovernmentspendingGDP2010us,shr_trans,num_domestic,num_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,num_kidnap,kidnap,state_sponsor_ever,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties,competitor,suicide
People's Revolutionary Party of Kangleipak (PREPAK),534,2015,,1977,0,,,39,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,1,0,0,,,,0,0,0,0,0,1,0,1309053980,1309.05398,2.30241E+12,7.53578E+12,1758.837777,5756.664665,5.02488E+11,4.78465E+11,2.29001E+11,0.426054128,6.432631524,0,0.099461441,0,0,0,0,0,0,,,,0,0,0,,,,9,0,,,,0,0,0,0,0,0,0,0,0,66,0
People's Revolutionary Party of Kangleipak (PREPAK),534,2016,,1977,0,,2016,40,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,1,0,0,,,,0,0,0,0,0,1,0,1324171354,1324.171354,2.46618E+12,8.07178E+12,1862.430444,6095.722796,5.22657E+11,5.04175E+11,2.56841E+11,0.416365931,6.432631524,0.003775946,0.104145575,0,5,0,5,3,0,,,,0.32,0,0,,,,9,0,,,,0,2,1,0,0,2,1,0,3,66,0
People's United Liberation Front,535,1995,1995,1995,0,,,1,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,PF,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,960482795,960.482795,5.97712E+11,1.95631E+12,622.3036831,2036.795929,76029000521,61421005088,69339244204,0.229960265,6.432631524,0,0.116007787,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,33,0
People's United Liberation Front,535,1996,,1995,0,,,2,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,PF,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,978893217,978.893217,6.42836E+11,2.104E+12,656.697144,2149.365504,74173902244,65284220742,72556990656,0.216941865,6.432631524,0,0.112870075,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,38,0
People's United Liberation Front,535,1997,,1995,0,,,3,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,PF,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,997405318,997.405318,6.6887E+11,2.18921E+12,670.6101216,2194.90259,83965364775,63764289027,80721445536,0.22086449,6.432631524,0,0.120683292,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,39,0
People's United Liberation Front,535,1998,,1995,0,,,4,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1015974042,1015.974042,7.10236E+11,2.3246E+12,699.0688547,2288.047839,1.01468E+11,72617528131,90563350638,0.245110099,6.432631524,0,0.127511665,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,40,0
People's United Liberation Front,535,1999,,1995,0,,,5,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1034539214,1034.539214,7.73062E+11,2.53023E+12,747.2520357,2445.751079,1.08564E+11,85688297944,1.01228E+11,0.251276152,6.432631524,0,0.130944937,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,43,0
People's United Liberation Front,535,2000,,1995,0,,,6,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1053050912,1053.050912,8.02755E+11,2.62741E+12,762.3133408,2495.046633,1.13546E+11,1.01244E+11,1.02621E+11,0.267566305,6.432631524,0,0.127836377,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,44,0
People's United Liberation Front,535,2001,,1995,0,,,7,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1071477855,1071.477855,8.41479E+11,2.75416E+12,785.3446281,2570.427887,1.16889E+11,1.05607E+11,1.05036E+11,0.26441092,6.432631524,0,0.124823317,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,45,0
People's United Liberation Front,535,2002,,1995,0,,,8,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1089807112,1089.807112,8.73489E+11,2.85892E+12,801.5079327,2623.330279,1.30913E+11,1.27874E+11,1.04842E+11,0.296267671,6.432631524,0,0.120026312,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,48,0
People's United Liberation Front,535,2003,,1995,0,,,9,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1108027848,1108.027848,9.42149E+11,3.08365E+12,850.2932649,2783.004355,1.49088E+11,1.40127E+11,1.07752E+11,0.306974416,6.432631524,0,0.114368289,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,51,0
People's United Liberation Front,535,2004,,1995,0,,,10,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1126135777,1126.135777,1.01679E+12,3.32796E+12,902.9057944,2955.204824,1.82179E+11,1.78209E+11,1.12036E+11,0.354435006,6.432631524,0,0.110185341,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,52,0
People's United Liberation Front,535,2005,,1995,0,,,11,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1144118674,1144.118674,1.1112E+12,3.63696E+12,971.2297607,3178.828724,2.41547E+11,2.24675E+11,1.21987E+11,0.419564682,6.432631524,0,0.1097794,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,51,0
People's United Liberation Front,535,2006,,1995,0,,,12,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1161977719,1161.977719,1.21414E+12,3.97388E+12,1044.89394,3419.931107,2.93432E+11,2.70408E+11,1.26592E+11,0.464393266,6.432631524,0,0.104264603,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,,,,2,0,0,0,0,0,0,0,0,50,0
People's United Liberation Front,535,2007,,1995,0,,,13,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1179681239,1179.681239,1.33315E+12,4.36338E+12,1130.090071,3698.77749,3.23341E+11,2.86433E+11,1.38709E+11,0.457394677,6.432631524,0,0.104045997,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,,,,0,0,0,0,0,0,0,0,0,51,0
People's United Liberation Front,535,2008,,1995,0,,,14,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1197146906,1197.146906,1.38502E+12,4.53316E+12,1156.932527,3786.632677,3.96784E+11,3.28244E+11,1.531E+11,0.523478973,6.432631524,0.000835319,0.110540208,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,,,,0,0,0,0,0,0,0,0,0,53,0
People's United Liberation Front,535,2009,,1995,0,,,15,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1214270132,1214.270132,1.50246E+12,4.91756E+12,1237.339786,4049.805115,3.88308E+11,3.12865E+11,1.74351E+11,0.466681406,6.432631524,0,0.116043013,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,,,,0,0,0,0,0,0,0,0,0,57,0
People's United Liberation Front,535,2010,,1995,0,,,16,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1230980691,1230.980691,1.65662E+12,5.4221E+12,1345.770153,4404.697005,4.48917E+11,3.74237E+11,1.84413E+11,0.496888913,6.432631524,0,0.111319232,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,,,,0,0,0,0,0,0,0,0,0,57,0
People's United Liberation Front,535,2011,,1995,0,,,17,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1247236029,1247.236029,1.76659E+12,5.78204E+12,1416.403391,4635.879137,5.43455E+11,4.32526E+11,1.97064E+11,0.552466418,6.432631524,0,0.111550397,0,0,0,0,0,0,0,1,0,0,0,0,1,,,0,1,,,,0,0,0,0,0,0,0,0,0,63,0
People's United Liberation Front,535,2012,,1995,0,,,18,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1263065852,1263.065852,1.86298E+12,6.09753E+12,1474.967674,4827.559656,5.76181E+11,4.61961E+11,1.98262E+11,0.557247979,6.432631524,0,0.106421863,0,0,0,0,0,0,0,1,0,0,0,0,1,,,0,1,,,,0,0,0,0,0,0,0,0,0,66,0
People's United Liberation Front,535,2013,,1995,0,,,19,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1278562207,1278.562207,1.98195E+12,6.48692E+12,1550.14223,5073.605489,5.29247E+11,4.97959E+11,1.99394E+11,0.518279544,6.432631524,0.000782129,0.10060471,0,1,0,1,0,0,,,,0,1,1,1,,,9,1,,,,0,0,0,0,0,0,0,0,0,65,0
People's United Liberation Front,535,2014,,1995,0,,,20,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1293859294,1293.859294,2.12882E+12,6.96762E+12,1645.326141,5385.141814,5.33857E+11,5.06817E+11,2.14519E+11,0.488850396,6.432631524,0,0.100768985,0,0,0,0,0,0,,,,0,0,0,1,,,9,1,,,,0,0,0,0,0,0,0,0,0,66,0
People's United Liberation Front,535,2015,,1995,0,,,21,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1309053980,1309.05398,2.30241E+12,7.53578E+12,1758.837777,5756.664665,5.02488E+11,4.78465E+11,2.29001E+11,0.426054128,6.432631524,0,0.099461441,0,0,0,0,0,0,,,,0,0,0,1,,,9,1,,,,0,0,0,0,0,0,0,0,0,66,0
People's United Liberation Front,535,2016,,1995,0,,2016,22,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,0,0,1,0,,100,4.605170186,0,0,0,0,0,1,0,1324171354,1324.171354,2.46618E+12,8.07178E+12,1862.430444,6095.722796,5.22657E+11,5.04175E+11,2.56841E+11,0.416365931,6.432631524,0,0.104145575,0,0,0,0,0,0,,,,0,0,0,1,,,9,1,,,,0,0,0,0,0,0,0,0,0,66,0
People's War Group (PWG),536,1980,1980,1980,0,,,1,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,696783517,696.783517,2.71694E+11,,389.9262844,,18641653130,18982387284,30084127993,0.138479361,6.432631524,0,0.110727896,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,9,
People's War Group (PWG),536,1981,,1980,0,,,2,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,713118032,713.118032,2.88013E+11,,403.878043,,20511302895,18827313699,31350432259,0.136586388,6.432631524,0,0.108850862,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,9,
People's War Group (PWG),536,1982,,1980,0,,,3,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,729868013,729.868013,2.98023E+11,,408.32488,,21219798191,19960813631,34366556020,0.138179183,6.432631524,0,0.115315009,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,9,
People's War Group (PWG),536,1983,,1980,0,,,4,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,746949067,746.949067,3.19746E+11,,428.0691681,,25884796204,19778188500,35904008042,0.142810243,6.432631524,0,0.112289202,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,9,
People's War Group (PWG),536,1984,,1980,0,,,5,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,764245202,764.245202,3.31963E+11,,434.3665046,,22175488886,21221571416,38573454544,0.130728796,6.432631524,0,0.116198223,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,9,
People's War Group (PWG),536,1985,,1980,0,,,6,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,781666671,781.666671,3.49405E+11,,446.9997686,,25251430821,19881448095,42639090775,0.129170739,6.432631524,0,0.122033493,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,9,
People's War Group (PWG),536,1986,,1980,0,,,7,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,799181436,799.181436,3.66094E+11,,458.0866747,,29565377418,20961484107,46648158884,0.138015949,6.432631524,0,0.127421133,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,10,
People's War Group (PWG),536,1987,,1980,0,,,8,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,816792741,816.792741,3.80611E+11,,465.9827285,,29072162047,23629310570,50470457385,0.138465335,6.432631524,0,0.132603672,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,11,
People's War Group (PWG),536,1988,,1980,0,,,9,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,834489322,834.489322,4.17256E+11,,500.0132773,,31745194256,25395143919,53236606932,0.136943204,6.432631524,0,0.127587476,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,15,
People's War Group (PWG),536,1989,,1980,0,,,10,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,852270034,852.270034,4.42071E+11,,518.6987159,,32406881823,28437262087,56081446213,0.13763421,6.432631524,0.003520011,0.126860615,0.333333333,2,1,3,9,0,,,,0.444444444,1,1,1,0,0,9,1,,,,0,9,0,0,0,9,0,0,9,18,
People's War Group (PWG),536,1990,,1980,0,,,11,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,870133480,870.13348,4.66533E+11,1.52696E+12,536.162786,1754.85733,33497640026,31595054597,57986433014,0.139524252,6.432631524,0.001149249,0.124292192,0,1,0,1,61,0,,,,0,0,0,1,0,0,9,1,,,,0,47,14,0,,47,,,,21,0
People's War Group (PWG),536,1991,,1980,0,,,12,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,888054875,888.054875,4.71464E+11,1.5431E+12,530.894738,1737.615043,33502731829,34647859239,57889097922,0.144551101,6.432631524,0.012386622,0.122785917,0.272727273,8,3,11,63,0,,,,0.7,3,1,1,1,1,9,1,,,,0,30,33,0,0,30,33,0,63,21,0
People's War Group (PWG),536,1992,,1980,0,,,13,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,906021106,906.021106,4.97311E+11,1.6277E+12,548.8957838,1796.53235,40581215583,36343263620,59887311516,0.154680781,6.432631524,0.004414908,0.120422214,0,4,0,4,28,0,,,,0.625,0,0,1,0,0,9,1,,,,0,21,7,0,0,21,7,0,28,25,0
People's War Group (PWG),536,1993,,1980,0,,,14,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,924057817,924.057817,5.20937E+11,1.70502E+12,563.7496877,1845.149081,48400105849,41351217708,63441938514,0.172288148,6.432631524,0.001082183,0.121784211,0,1,0,1,0,0,,,,0,1,1,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,27,0
People's War Group (PWG),536,1994,,1980,0,,,15,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,8,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,942204249,942.204249,5.55626E+11,1.81856E+12,589.7087876,1930.113047,59339300942,46744932053,64319850481,0.190927367,6.432631524,0.005306705,0.115761026,0.2,4,1,5,20,0,,,,0.56,1,1,1,0,0,9,1,,,,0,9,11,0,0,9,11,0,20,30,0
People's War Group (PWG),536,1995,,1980,0,,,16,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,960482795,960.482795,5.97712E+11,1.95631E+12,622.3036831,2036.795929,76029000521,61421005088,69339244204,0.229960265,6.432631524,0,0.116007787,0,0,0,0,0,0,,,,0,0,0,1,0,0,9,1,,,,0,0,0,0,0,0,0,0,0,33,0
People's War Group (PWG),536,1996,,1980,0,,,17,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,978893217,978.893217,6.42836E+11,2.104E+12,656.697144,2149.365504,74173902244,65284220742,72556990656,0.216941865,6.432631524,0.005107809,0.112870075,0,4,0,5,37,0,,,,0.32,0,0,1,0,0,9,1,,,,0,25,12,,0,,12,,,38,0
People's War Group (PWG),536,1997,,1980,0,,,18,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,PF,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,997405318,997.405318,6.6887E+11,2.18921E+12,670.6101216,2194.90259,83965364775,63764289027,80721445536,0.22086449,6.432631524,0.006015609,0.120683292,0,6,0,6,40,0,,,,0.5,0,0,1,0,0,9,1,,,,0,35,5,,0,,5,,,39,0
People's War Group (PWG),536,1998,,1980,0,,,19,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1015974042,1015.974042,7.10236E+11,2.3246E+12,699.0688547,2288.047839,1.01468E+11,72617528131,90563350638,0.245110099,6.432631524,0,0.127511665,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,40,0
People's War Group (PWG),536,1999,,1980,0,,,20,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1034539214,1034.539214,7.73062E+11,2.53023E+12,747.2520357,2445.751079,1.08564E+11,85688297944,1.01228E+11,0.251276152,6.432631524,0.002899842,0.130944937,0,3,0,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,5,0,0,0,5,0,0,5,43,0
People's War Group (PWG),536,2000,,1980,0,,,21,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1053050912,1053.050912,8.02755E+11,2.62741E+12,762.3133408,2495.046633,1.13546E+11,1.01244E+11,1.02621E+11,0.267566305,6.432631524,0.006647352,0.127836377,0.142857143,6,1,7,74,0,0,0,0,0.571428571,0,0,1,1,1,0,1,0,0,1,0,58,16,1,0,57,16,1,73,44,0
People's War Group (PWG),536,2001,,1980,0,,,22,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1071477855,1071.477855,8.41479E+11,2.75416E+12,785.3446281,2570.427887,1.16889E+11,1.05607E+11,1.05036E+11,0.26441092,6.432631524,0.009332904,0.124823317,0.1,9,1,10,74,0,0,0,0,0.58,0,0,1,1,3,0,1,2,0,0,0,40,34,2,0,38,34,2,72,45,0
People's War Group (PWG),536,2002,,1980,0,,,23,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1089807112,1089.807112,8.73489E+11,2.85892E+12,801.5079327,2623.330279,1.30913E+11,1.27874E+11,1.04842E+11,0.296267671,6.432631524,0.004587968,0.120026312,0,5,0,5,35,0,0,0,0,0.32,0,0,1,1,3,0,1,1,0,0,0,21,14,0,0,21,14,0,35,48,0
People's War Group (PWG),536,2003,,1980,0,,,24,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1108027848,1108.027848,9.42149E+11,3.08365E+12,850.2932649,2783.004355,1.49088E+11,1.40127E+11,1.07752E+11,0.306974416,6.432631524,0.017147583,0.114368289,0,18,0,19,40,0,0,0,0,0.681440443,0,0,1,1,2,0,1,1,0,0,0,30,10,1,0,29,10,1,39,51,0
People's War Group (PWG),536,2004,,1980,1,2004,2004,25,India,L,1,0,0,0,0,0,1,0,0.4182,0.8069,0.326,621.8081,0.5121367,0,9,F,1,0,0,0,,100,4.605170186,0,0,0,0,0,1,0,1126135777,1126.135777,1.01679E+12,3.32796E+12,902.9057944,2955.204824,1.82179E+11,1.78209E+11,1.12036E+11,0.354435006,6.432631524,0.000887992,0.110185341,1,0,1,1,6,2,0,0,0,0,1,1,1,1,2,0,1,0,0,0,0,4,2,0,0,4,2,0,6,52,0
"People’s Liberation Army (Bangladesh, Burma, India)",538,1978,1978,1978,0,,,1,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,-0.666666667,PF,0,1,0,0,,,,0,0,0,0,0,1,1,258136120,258.13612,1.00641E+11,,316.7425854,,8368461010,8634172448,14159599509,0.168942898,6.15252778,0,0.140693721,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,4,
"People’s Liberation Army (Bangladesh, Burma, India)",538,1979,,1978,0,,,2,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,-0.666666667,PF,0,1,0,0,,,,0,0,0,0,0,1,1,264255489.3,264.2554893,96492385322,,310.8469309,,9856826821,9625085157,15077251920,0.20190103,6.15252778,0.003784217,0.156253282,0,1,0,1,4,0,,,,0,0,0,,,,9,,,,,0,4,0,0,0,4,0,0,4,4.333333333,
"People’s Liberation Army (Bangladesh, Burma, India)",538,1980,,1978,0,,,3,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,-1.333333333,PF,0,1,0,0,,,,0,0,0,0,0,1,1,270541363,270.541363,1.02458E+11,,317.5568055,,11597267708,10103221981,15724147164,0.211798597,6.15252778,0,0.153468993,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,4.666666667,
"People’s Liberation Army (Bangladesh, Burma, India)",538,1981,,1978,0,,,4,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,-1.333333333,PF,0,1,0,0,,,,0,0,0,0,0,1,1,276992810,276.99281,1.08737E+11,,330.0932955,,11336699259,9831262107,16475622194,0.194670557,6.15252778,0.003610202,0.151517593,0,1,0,1,2,0,,,,0,0,0,,,,9,,,,,0,0,2,0,0,0,2,0,2,5,
"People’s Liberation Army (Bangladesh, Burma, India)",538,1982,,1978,0,,,5,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,-2.333333333,PF,0,1,0,0,,,,0,0,0,0,0,1,1,283597746.3,283.5977463,1.12433E+11,,333.2456689,,11792613749,10379404637,17986167674,0.197202528,6.15252778,0,0.159972704,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,2,0,0,0,0,0,0,0,0,5.333333333,
"People’s Liberation Army (Bangladesh, Burma, India)",538,1983,,1978,0,,,6,"Bangladesh,Myanmar,India",L,3,1,0,0,0,0,1,0,0.323266667,0.468866667,0.244133333,469.9037,0.5624049,0,-2.333333333,PF,0,1,0,0,,,,0,0,0,0,0,1,1,290328417.3,290.3284173,1.20195E+11,,342.8080527,,14076060582,10324943231,18774832940,0.203011541,6.15252778,0,0.156202908,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,,0,0,0,0,0,0,0,0,5.333333333,
