gname,gid,year,ystart,y_start,end,y_end,last_year,duration,base,income_level,num_base,EAP,ECA,LAC,MENA,NA,SAS,SSA,ethnic,language,religion,elevation,tropics,landlock,polity,regime_status,left,nat,rel,right,size,peak_size,lnpeaksize,ercsr,empire,rcsr,pch,sq,tch,mul_bases,pop,poppermillion,gdp,gdp_ppp,gdppercapita,gdppercapita_ppp,import,export,gov,tradeopenness2010usd,logelvation,terr_POP,GovernmentspendingGDP2010us,shr_trans,num_domestic,num_trans,total_atks,total_casualties,endstr,terrctrl,lead_hierarch,drugtk,diversity,num_kidnap,kidnap,state_sponsor_ever,state_sponsor,num_sponsor,social_service,public_service,num_allies,num_rivals,num_enemies,fate_leader,total_deaths,total_injuries,terr_deaths,terr_injuries,nonterr_deaths,nonterr_injuries,terr_casualties,nonterr_casualties,competitor,suicide
1920 Revolution Brigades,1,2003,2003,2003,0,,,1,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,10,2.302585093,1,0,1,0,0,0,0,25627626,25.627626,64736488915,1.82842E+11,2526.043142,7134.574829,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,7,0
1920 Revolution Brigades,1,2004,,2003,0,,,2,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,10,2.302585093,1,0,1,0,0,0,0,26316609,26.316609,99796330468,2.81865E+11,3792.142463,10710.55506,,,,,5.743156381,0.075997633,,1,0,2,2,34,0,,,,0,0,0,,,,9,,,,,0,15,19,1,0,14,19,1,33,18,1
1920 Revolution Brigades,1,2005,,2003,0,,,3,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,10,2.302585093,1,0,1,0,0,0,0,27008426,27.008426,1.04188E+11,2.94269E+11,3857.610405,10895.4632,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,19,0
1920 Revolution Brigades,1,2006,,2003,0,,,4,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,10,2.302585093,1,0,1,0,0,0,0,27697912,27.697912,1.14772E+11,3.24162E+11,4143.691703,11703.47332,,,,,5.743156381,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,19,0
1920 Revolution Brigades,1,2007,,2003,1,2007,2007,5,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,10,2.302585093,1,0,1,0,0,0,0,28390433,28.390433,1.16353E+11,3.28627E+11,4098.306627,11575.28738,,,,,5.743156381,0,,0,0,0,0,0,2,,,,0,0,0,,,,9,,,,,2,0,0,0,0,0,0,0,0,18,0
23rd of September Communist League,2,1973,1973,1973,0,,,1,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-6,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,57280587,57.280587,3.39432E+11,,5925.773572,,35284157787,13571670364,35323561129,0.143934156,7.012958182,0,0.104066744,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,1,
23rd of September Communist League,2,1974,,1973,0,,,2,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-6,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,59088193,59.088193,3.5904E+11,,6076.343824,,41572567640,13541934015,37662137516,0.15350511,7.012958182,0.03384771,0.104896722,1,0,2,2,0,0,,,,0.5,1,1,,,,9,1,,,,1,0,0,0,0,0,0,0,0,1,
23rd of September Communist League,2,1975,,1973,0,,,3,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-6,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,60872399,60.872399,3.79665E+11,,6237.066259,,39948003497,13849362131,42432610327,0.141696862,7.012958182,0.114994646,0.111763237,0.285714286,5,2,7,36,0,,,,0.244897959,1,1,,,,9,1,,,,1,32,4,0,0,32,4,0,36,1,
23rd of September Communist League,2,1976,,1973,0,,,4,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-6,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,62623763,62.623763,3.96437E+11,,6330.451324,,37526801241,14856934248,45344779756,0.132136449,7.012958182,0.22355731,0.114380888,0.428571429,8,6,14,29,0,,,,0.62244898,4,1,,,,9,1,,,,0,24,5,0,0,24,5,0,29,1,
23rd of September Communist League,2,1977,,1973,0,,,5,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-3,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,64345884,64.345884,4.09878E+11,,6369.9245,,30675323758,17563464978,45340000920,0.117690481,7.012958182,0.077705048,0.11061817,0.6,2,3,5,7,0,,,,0.64,2,1,,,,9,1,,,,2,7,0,0,0,7,0,0,7,1,
23rd of September Communist League,2,1978,,1973,0,,,6,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-3,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,66039488,66.039488,4.46591E+11,,6762.484242,,37428353228,21561337579,49622766993,0.132088849,7.012958182,0.121139643,0.111114571,0.375,5,3,8,7,0,,,,0.408163265,2,1,,,,9,1,,,,0,2,5,0,0,2,5,0,7,1,
23rd of September Communist League,2,1979,,1973,0,,,7,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-3,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,67709689,67.709689,4.89902E+11,,7235.333065,,48451550968,25593194577,54378505066,0.151141907,7.012958182,0.08861361,0.110998706,1,0,1,6,5,0,,,,0.5,1,1,,,,9,1,,,,0,5,0,1,0,4,0,1,4,1,
23rd of September Communist League,2,1980,,1973,0,,,8,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-3,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,69360871,69.360871,5.35136E+11,,7715.244115,,66467995900,31275386352,59568718957,0.182651462,7.012958182,0.014417351,0.111315092,0,1,0,1,,0,,,,0,0,0,,,,9,1,,,,0,2,,,,,,,,1,
23rd of September Communist League,2,1981,,1973,0,,,9,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-3,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,70992195,70.992195,5.82081E+11,,8199.230917,,78245656131,34831004262,65687619931,0.194262624,7.012958182,0,0.112849543,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,1,
23rd of September Communist League,2,1982,,1973,1,1982,1982,10,Mexico,UM,1,0,0,1,0,0,0,0,0.5418,0.1511,0.1796,1110.936,0.4718198,0,-3,PF,1,0,0,0,,100,4.605170186,1,0,1,0,0,0,0,72602533,72.602533,5.78426E+11,,7967.029136,,48627702999,42686563799,67020649625,0.157866674,7.012958182,0,0.115867185,0,0,0,0,0,1,,,,0,0,0,,,,9,1,,,,2,0,0,0,0,0,0,0,0,1,
28 May Armenian Organization,3,1977,1977,1977,1,1977,1977,1,Turkey,UM,1,0,1,0,0,0,0,0,0.32,0.2216,0.0049,1167.001,0,0,9,F,0,1,0,0,,10,2.302585093,0,0,0,0,0,1,0,41108248,41.108248,2.22858E+11,,5421.249464,,,,,,7.062192489,0.048652037,,0,2,0,2,57,2,,,,0,0,0,,,,9,,,,,,5,52,0,,5,,,,5,
2nd of June Movement,4,1975,1975,1975,0,,,1,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78673554,78.673554,1.72925E+12,,21980.08789,,2.29932E+11,2.19902E+11,3.66337E+11,0.260132113,5.601563685,0.012710752,0.211847069,1,0,1,1,0,0,,,,0,1,1,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2,
2nd of June Movement,4,1976,,1975,0,,,2,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78336950,78.33695,1.81484E+12,,23167.05926,,2.54956E+11,2.42531E+11,3.74123E+11,0.274122259,5.601563685,0.012765368,0.206146982,1,0,1,1,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2,
2nd of June Movement,4,1977,,1975,0,,,3,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78159814,78.159814,1.87558E+12,,23996.77291,,2.64282E+11,2.52221E+11,3.82005E+11,0.275382871,5.601563685,0,0.20367289,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2,
2nd of June Movement,4,1978,,1975,0,,,4,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78091820,78.09182,1.93201E+12,,24740.23653,,2.78685E+11,2.59196E+11,3.97866E+11,0.278405248,5.601563685,0.012805439,0.205933859,1,0,1,1,,0,,,,0,0,0,,,,9,1,,,,0,,1,,,,,,,2,
2nd of June Movement,4,1979,,1975,0,,,5,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78126350,78.12635,2.0122E+12,,25755.65781,,3.05523E+11,2.72082E+11,4.13679E+11,0.287051897,5.601563685,0,0.205585903,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,2,
2nd of June Movement,4,1980,,1975,0,,,6,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78288576,78.288576,2.04054E+12,,26064.38931,,3.14952E+11,2.86937E+11,4.2805E+11,0.294965122,5.601563685,0.012773256,0.209772454,1,0,1,1,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,3,
2nd of June Movement,4,1981,,1975,1,1981,1981,7,Germany,H,1,0,1,0,0,0,0,0,0.1682,0.1642,0.6571,270.8496,0,0,10,F,1,0,0,0,,10,2.302585093,0,0,0,1,0,0,0,78407907,78.407907,2.05134E+12,,26162.45463,,3.05626E+11,3.07649E+11,4.4766E+11,0.298963022,5.601563685,0.012753816,0.218227565,0,1,0,1,1,2,,,,0,0,0,,,,9,1,,,,0,0,1,0,,0,,,,3,
313 Brigade,5,2008,2008,2008,0,,,1,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-7,NF,0,0,1,0,,,,1,1,0,0,0,0,0,20325443,20.325443,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,11,0
313 Brigade,5,2009,,2008,0,,,2,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-7,NF,0,0,1,0,,,,1,1,0,0,0,0,0,20824893,20.824893,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,11,0
313 Brigade,5,2010,,2008,0,,,3,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-7,NF,0,0,1,0,,,,1,1,0,0,0,0,0,21018834,21.018834,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,11,0
313 Brigade,5,2011,,2008,0,,,4,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-7,NF,0,0,1,0,,,,1,1,0,0,0,0,0,20863993,20.863993,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,2,0,0,0,0,0,0,0,0,15,0
313 Brigade,5,2012,,2008,0,,,5,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,,,1,1,0,0,0,0,0,20420701,20.420701,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,23,0
313 Brigade,5,2013,,2008,0,,,6,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,,,1,1,0,0,0,0,0,19809141,19.809141,,,,,,,,,6.242134351,0.050481745,,0,1,0,1,53,0,,,,0,0,0,,,,9,,,,,0,0,53,0,0,0,53,0,53,26,0
313 Brigade,5,2014,,2008,0,,,7,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,,,1,1,0,0,0,0,0,19203090,19.20309,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,29,0
313 Brigade,5,2015,,2008,0,,,8,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,,,1,1,0,0,0,0,0,18734987,18.734987,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,30,0
313 Brigade,5,2016,,2008,0,,2016,9,Syria,LM,1,0,0,0,1,0,0,0,0.5399,0.1817,0.431,513.9543,0,0,-9,NF,0,0,1,0,,,,1,1,0,0,0,0,0,18430453,18.430453,,,,,,,,,6.242134351,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,28,0
Abdullah Azzam Brigades,6,2004,2004,2004,0,,,1,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-5,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,22023439,22.023439,61006945050,1.95492E+11,3616.850938,8679.96814,16425972095,10930632117,7379406358,0.448417868,6.429069052,0,0.120960103,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,8.333333333,0
Abdullah Azzam Brigades,6,2005,,2004,0,,,2,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.5,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,22517090.83,22.51709083,63846347050,2.04553E+11,3703.677397,8893.937746,18776831339,12434832316,7560742221,0.488855903,6.429069052,0,0.118420905,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,8.5,0
Abdullah Azzam Brigades,6,2006,,2004,0,,,3,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.5,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,23028308.83,23.02830883,68530008693,2.19781E+11,3771.745913,9138.804303,20924142184,14271762020,7900034309,0.513583828,6.429069052,0,0.115278466,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,8.333333333,0
Abdullah Azzam Brigades,6,2007,,2004,0,,,4,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.75,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,23555774.17,23.55577417,72237648548,2.31752E+11,3905.119785,9442.631575,24729750737,16772250463,8054763193,0.574520379,6.429069052,0,0.111503674,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,8.166666667,0
Abdullah Azzam Brigades,6,2008,,2004,0,,,5,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.75,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,24098049.67,24.09804967,77839235446,2.49005E+11,4088.009366,9889.48272,29249530835,19946854533,8465488723,0.632025547,6.429069052,0,0.108756062,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,8.833333333,0
Abdullah Azzam Brigades,6,2009,,2004,0,,,6,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.75,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,24648509.5,24.6485095,81598856239,2.60844E+11,4301.804513,10315.5738,26507631384,18055801798,9110554788,0.54612816,6.429069052,0,0.111650521,0,0,0,0,0,0,,,,0,0,0,,,,9,,1,1,0,0,0,0,0,0,0,0,0,0,8.833333333,0
Abdullah Azzam Brigades,6,2010,,2004,0,,,7,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-0.8,PF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,25203295.67,25.20329567,86232630644,2.75122E+11,4396.284545,10534.46793,30410258379,25840164120,12610815705,0.652310176,6.429069052,0,0.146241807,0,0,0,0,0,0,,,,0,0,0,,,,9,,0,1,0,0,0,0,0,0,0,0,0,0,8.666666667,0
Abdullah Azzam Brigades,6,2011,,2004,0,,,8,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-0.6,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,25763161.5,25.7631615,89530836949,2.84701E+11,4351.889665,10469.93209,27102242249,18672111300,9420178205,0.511269135,6.429069052,0.077630224,0.105217136,0,2,0,2,2,0,,,,0.5,0,0,,,,9,,0,1,0,0,1,1,0,0,1,1,0,2,9.333333333,0
Abdullah Azzam Brigades,6,2012,,2004,0,,,9,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.2,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,26327734.5,26.3277345,95157380361,3.0144E+11,4414.899473,10662.35163,29418656562,18226555152,9852477166,0.500699069,6.429069052,0.113948278,0.10353876,0.333333333,2,1,3,14,0,,,,0.444444444,0,0,,,,9,,0,1,0,1,7,7,3,0,4,7,3,11,11.33333333,1
Abdullah Azzam Brigades,6,2013,,2004,0,,,10,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-1.4,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,26893131.83,26.89313183,99147458786,3.13124E+11,4331.442181,10538.68974,29863650382,18915524012,9960092438,0.491986128,6.429069052,0.260289506,0.100457365,0.333333333,4,2,7,184,0,,,,0,0,0,,,,9,,,,,1,29,155,2,0,27,155,2,182,12.66666667,1
Abdullah Azzam Brigades,6,2014,,2004,0,,,11,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-0.8,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,27454833.83,27.45483383,1.01097E+11,3.19706E+11,4215.836265,10298.25426,29877490464,17565944792,10610255374,0.469284853,6.429069052,0.182117292,0.104950919,0.666666667,1,2,5,141,0,,,,0,0,0,,,,9,,,,,2,13,128,2,0,11,128,2,139,13.66666667,1
Abdullah Azzam Brigades,6,2015,,2004,0,,,12,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-0.8,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,28010288.67,28.01028867,1.05241E+11,3.33573E+11,4226.265394,10345.14843,30392866675,17428270995,11289584469,0.454398359,6.429069052,0,0.107274082,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,13.66666667,0
Abdullah Azzam Brigades,6,2016,,2004,0,,2016,13,"Egypt,Iraq,Syria,Jordan,West Bank/Gaza,Lebanon",LM,6,0,0,0,1,0,0,0,0.36,0.21635,0.385783333,619.5968667,0.03304565,0,-0.8,NF,0,0,1,0,,100,4.605170186,1,1,0,0,0,0,1,28555957,28.555957,1.12049E+11,3.54548E+11,4306.855779,10592.33517,29765198914,15650324354,11888424790,0.405319051,6.429069052,0,0.106100397,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,0,0,0,0,0,0,0,0,0,13.33333333,0
Abu Bakr al-Siddiq Fundamentalist Brigades (Iraq),7,2004,2004,2004,1,2004,2004,1,Iraq,LM,1,0,0,0,1,0,0,0,0.3689,0.3694,0.4844,312.0478,0,0,,NF,0,0,1,0,,10,2.302585093,0,0,0,1,0,0,0,26316609,26.316609,99796330468,2.81865E+11,3792.142463,10710.55506,,,,,5.743156381,,,,,,,,2,,,,,,,,,,9,,,,,,,,,,,,,,18,
Abu Hafs al-Masri Brigades,8,2003,2003,2003,0,,,1,"Spain,UK",H,2,0,1,0,0,0,0,0,0.2688,0.2332,0.5729,433.60655,0,0,10,F,0,0,1,0,,10,2.302585093,1,1,0,0,0,0,1,50917611,50.917611,1.77182E+12,1.73451E+12,34107.73378,33735.79967,4.8183E+11,4.37339E+11,3.34281E+11,0.518770545,6.072137556,0.01963957,0.188665062,1,0,1,1,42,0,,,,0,0,0,,,,9,,,,,,7,35,1,0,6,35,1,41,8,0
Abu Hafs al-Masri Brigades,8,2004,,2003,0,,,2,"Spain,UK",H,2,0,1,0,0,0,0,0,0.2688,0.2332,0.5729,433.60655,0,0,10,F,0,0,1,0,,10,2.302585093,1,1,0,0,0,0,1,51454900,51.4549,1.81881E+12,1.78091E+12,34658.68956,34276.81326,5.20304E+11,4.57578E+11,3.50612E+11,0.537649612,6.072137556,0.11660697,0.192769975,0.666666667,2,4,6,1991,0,,,,0,0,0,,,,9,,,,,,191,1800,0,0,191,1800,0,1991,7.5,0
Abu Hafs al-Masri Brigades,8,2005,,2003,0,,,3,"Spain,UK",H,2,0,1,0,0,0,0,0,0.2688,0.2332,0.5729,433.60655,0,0,10,F,0,0,1,0,,10,2.302585093,1,1,0,0,0,0,1,52027180.5,52.0271805,1.87922E+12,1.84039E+12,35425.45852,35030.89334,5.56451E+11,4.86091E+11,3.62564E+11,0.554772166,6.072137556,0.07688289,0.192933008,1,0,4,4,,0,,,,0,0,0,,,,9,,,,,,0,,0,0,0,,0,,8,0
Abu Hafs al-Masri Brigades,8,2006,,2003,0,,,4,"Spain,UK",H,2,0,1,0,0,0,0,0,0.2688,0.2332,0.5729,433.60655,0,0,10,F,0,0,1,0,,10,2.302585093,1,1,0,0,0,0,1,52622069.5,52.6220695,1.93704E+12,1.89792E+12,36142.05824,35747.23531,6.0991E+11,5.34012E+11,3.72708E+11,0.590549829,6.072137556,0,0.192410455,0,0,0,0,0,0,,,,0,0,0,,,,9,,,,,,0,0,0,0,0,0,0,0,7.5,0
Abu Hafs al-Masri Brigades,8,2007,,2003,1,2007,2007,5,"Spain,UK",H,2,0,1,0,0,0,0,0,0.2688,0.2332,0.5729,433.60655,0,0,10,F,0,0,1,0,,10,2.302585093,1,1,0,0,0,0,1,53274633,53.274633,1.99269E+12,1.95322E+12,36755.16165,36356.94949,6.23277E+11,5.43196E+11,3.82943E+11,0.585377561,6.072137556,0,0.192174608,0,0,0,0,0,5,,,,0,0,0,,,,9,,,,,,0,0,0,0,0,0,0,0,7.5,0
Abu Nidal Organization (ANO),9,1974,1974,1974,0,,,1,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,7044123.333,7.044123333,19269553453,,1703.415303,,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,
Abu Nidal Organization (ANO),9,1975,,1974,0,,,2,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,7288480.667,7.288480667,21676448411,,1855.131439,,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4,
Abu Nidal Organization (ANO),9,1976,,1974,0,,,3,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,7539175.333,7.539175333,25399400712,,2104.660849,,,,,,6.032002901,0.530562008,,1,0,2,4,57,0,,,,0.625,0,0,,,,9,1,,,,0,15,42,0,,15,,,,4,
Abu Nidal Organization (ANO),9,1977,,1974,0,,,4,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,7795733.333,7.795733333,25881979812,,2077.053081,,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,4.6666667,
Abu Nidal Organization (ANO),9,1978,,1974,0,,,5,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-7.666666667,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,8058201.667,8.058201667,30296659550,,2356.04931,,,,,,6.032002901,0.124097167,,1,0,1,1,2,0,,,,0,0,0,,,,9,1,,,,0,2,0,,0,,0,,,5,
Abu Nidal Organization (ANO),9,1979,,1974,0,,,6,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,8326739.333,8.326739333,36619346783,,2762.098504,,,,,,6.032002901,0,,0,0,0,0,0,0,,,,0,0,0,,,,9,1,,,,0,0,0,0,0,0,0,0,0,5.333333,
Abu Nidal Organization (ANO),9,1980,,1974,0,,,7,"Iraq,Libya,Syria",LM,3,0,0,0,1,0,0,0,0.566933333,0.208966667,0.324133333,416.5485,0.0501033,0,-8.333333333,NF,0,1,0,0,,100,4.605170186,0,0,0,0,0,1,1,8601198.667,8.601198667,45683999963,,3345.990536,,,,,,6.032002901,0.348788595,,0.333333333,2,1,3,3,0,,,,0,0,0,,,,9,1,,,,0,3,0,,0,,0,,,5.333333,
